"Codgeo";"ZInter_fact_40000"
"02562";"Reg_32_80"
"02563";"Reg_I1_17"
"02564";"Reg_32_80"
"02565";"Reg_I1_13"
"02566";"Reg_32_18"
"02567";"Reg_32_76"
"02568";"Reg_32_80"
"02569";"Reg_32_22"
"02570";"Reg_32_18"
"02571";"Reg_32_71"
"02572";"Reg_I1_37"
"02573";"Reg_I1_59"
"02574";"Reg_32_76"
"02575";"Reg_I1_17"
"02576";"Reg_32_80"
"02577";"Reg_I1_59"
"02578";"Reg_I1_13"
"02579";"Reg_32_80"
"02580";"Reg_I1_49"
"02581";"Reg_I1_13"
"02582";"Reg_I1_13"
"02583";"Reg_I1_59"
"02584";"Reg_32_22"
"02585";"Reg_32_80"
"02586";"Reg_I1_17"
"02587";"Reg_I1_59"
"02588";"Reg_I1_13"
"02589";"Reg_I1_59"
"02590";"Reg_I1_49"
"02591";"Reg_32_72"
"02592";"Reg_32_72"
"02593";"Reg_32_80"
"02594";"Reg_32_80"
"02595";"Reg_I1_16"
"02596";"Reg_I1_5"
"02598";"Reg_32_80"
"02599";"Reg_32_18"
"02600";"Reg_I1_17"
"02601";"Reg_I1_37"
"02602";"Reg_I1_59"
"02604";"Reg_32_71"
"02605";"Reg_32_72"
"02606";"Reg_32_80"
"02607";"Reg_32_80"
"02608";"Reg_I1_17"
"02609";"Reg_I1_13"
"02610";"Reg_32_80"
"02612";"Reg_I1_13"
"02613";"Reg_I1_13"
"02614";"Reg_32_78"
"02615";"Reg_32_78"
"02616";"Reg_32_80"
"02617";"Reg_I1_13"
"02618";"Reg_32_71"
"02619";"Reg_32_72"
"02620";"Reg_32_80"
"02621";"Reg_I1_59"
"02622";"Reg_I1_5"
"02623";"Reg_I1_17"
"02624";"Reg_I1_17"
"02625";"Reg_I1_17"
"02626";"Reg_I1_17"
"02627";"Reg_I1_37"
"02628";"Reg_I1_22"
"02629";"Reg_I1_17"
"02631";"Reg_32_18"
"02632";"Reg_32_80"
"02633";"Reg_I1_13"
"02634";"Reg_I1_17"
"02635";"Reg_32_71"
"02636";"Reg_I1_17"
"02637";"Reg_I1_17"
"02638";"Reg_32_72"
"02639";"Reg_32_72"
"02640";"Reg_32_72"
"02641";"Reg_I1_17"
"02642";"Reg_I1_17"
"02643";"Reg_32_80"
"02644";"Reg_I1_22"
"02645";"Reg_I1_16"
"02647";"Reg_I1_17"
"02648";"Reg_32_72"
"02649";"Reg_I1_49"
"02650";"Reg_32_76"
"02651";"Reg_32_72"
"02652";"Reg_I1_17"
"02653";"Reg_I1_5"
"02654";"Reg_I1_17"
"02655";"Reg_I1_16"
"02656";"Reg_I1_13"
"02657";"Reg_I1_17"
"02658";"Reg_32_78"
"02659";"Reg_32_71"
"02660";"Reg_I1_17"
"02661";"Reg_I1_59"
"02662";"Reg_32_80"
"02663";"Reg_32_80"
"02664";"Reg_I1_49"
"02665";"Reg_32_80"
"02666";"Reg_I1_17"
"02667";"Reg_32_80"
"02668";"Reg_I1_17"
"02670";"Reg_I1_17"
"02671";"Reg_32_18"
"02672";"Reg_32_80"
"02673";"Reg_32_80"
"02674";"Reg_I1_17"
"02675";"Reg_I1_13"
"02676";"Reg_I1_13"
"02677";"Reg_I1_16"
"02678";"Reg_I1_17"
"02679";"Reg_I1_5"
"02680";"Reg_32_72"
"02681";"Reg_I1_17"
"02682";"Reg_I1_13"
"02683";"Reg_I1_17"
"02684";"Reg_I1_17"
"02685";"Reg_32_72"
"02686";"Reg_32_18"
"02687";"Reg_32_80"
"02688";"Reg_I1_17"
"02689";"Reg_I1_17"
"02690";"Reg_I1_13"
"02691";"Reg_32_25"
"02693";"Reg_32_80"
"02694";"Reg_32_71"
"02695";"Reg_I1_13"
"02696";"Reg_I1_13"
"02697";"Reg_I1_59"
"02698";"Reg_32_80"
"02699";"Reg_32_80"
"02701";"Reg_I1_5"
"02702";"Reg_32_71"
"02703";"Reg_I1_17"
"02704";"Reg_32_18"
"02705";"Reg_I1_17"
"02706";"Reg_32_80"
"02707";"Reg_32_72"
"02708";"Reg_32_71"
"02709";"Reg_32_71"
"02710";"Reg_32_71"
"02711";"Reg_32_80"
"02712";"Reg_I1_13"
"02713";"Reg_I1_13"
"02714";"Reg_32_80"
"02715";"Reg_I1_13"
"02716";"Reg_32_72"
"02717";"Reg_32_72"
"02718";"Reg_32_80"
"02719";"Reg_32_18"
"02720";"Reg_I1_13"
"02721";"Reg_32_71"
"02722";"Reg_32_14"
"02723";"Reg_I1_17"
"02724";"Reg_I1_5"
"02725";"Reg_32_76"
"02726";"Reg_32_18"
"02727";"Reg_I1_17"
"02728";"Reg_32_76"
"02729";"Reg_I1_22"
"02730";"Reg_I1_13"
"02731";"Reg_I1_17"
"02732";"Reg_32_72"
"02733";"Reg_32_80"
"02734";"Reg_I1_22"
"02735";"Reg_I1_13"
"02736";"Reg_32_80"
"02737";"Reg_I1_17"
"02738";"Reg_32_72"
"02739";"Reg_32_80"
"02740";"Reg_I1_17"
"02741";"Reg_I1_17"
"02742";"Reg_I1_17"
"02743";"Reg_I1_17"
"02744";"Reg_I1_5"
"02745";"Reg_I1_17"
"02746";"Reg_32_72"
"02747";"Reg_32_78"
"02748";"Reg_I1_16"
"02749";"Reg_32_80"
"02750";"Reg_32_18"
"02751";"Reg_I1_59"
"02752";"Reg_32_78"
"02753";"Reg_I1_17"
"02754";"Reg_32_18"
"02755";"Reg_I1_59"
"02756";"Reg_32_71"
"02757";"Reg_I1_17"
"02758";"Reg_I1_59"
"02759";"Reg_I1_17"
"02760";"Reg_I1_17"
"02761";"Reg_I1_37"
"02762";"Reg_32_18"
"02763";"Reg_32_80"
"02764";"Reg_I1_13"
"02765";"Reg_I1_59"
"02766";"Reg_I1_59"
"02767";"Reg_32_80"
"02768";"Reg_32_80"
"02769";"Reg_32_71"
"02770";"Reg_32_80"
"02772";"Reg_32_78"
"02773";"Reg_I1_13"
"02774";"Reg_32_78"
"02775";"Reg_32_72"
"02776";"Reg_32_71"
"02777";"Reg_I1_49"
"02778";"Reg_I1_13"
"02779";"Reg_I1_17"
"02780";"Reg_32_14"
"02781";"Reg_I1_49"
"02782";"Reg_32_78"
"02783";"Reg_I1_17"
"02784";"Reg_I1_17"
"02785";"Reg_32_78"
"02786";"Reg_32_18"
"02787";"Reg_I1_13"
"02788";"Reg_32_72"
"02789";"Reg_32_76"
"02790";"Reg_I1_17"
"02791";"Reg_I1_59"
"02792";"Reg_I1_5"
"02793";"Reg_32_80"
"02794";"Reg_I1_13"
"02795";"Reg_32_80"
"02796";"Reg_I1_5"
"02797";"Reg_I1_13"
"02798";"Reg_I1_49"
"02799";"Reg_32_80"
"02800";"Reg_I1_49"
"02801";"Reg_I1_17"
"02802";"Reg_I1_17"
"02803";"Reg_I1_13"
"02804";"Reg_32_80"
"02805";"Reg_32_14"
"02806";"Reg_32_80"
"02807";"Reg_32_18"
"02808";"Reg_32_87"
"02809";"Reg_I1_16"
"02810";"Reg_I1_5"
"02812";"Reg_32_80"
"02813";"Reg_32_72"
"02814";"Reg_I1_17"
"02815";"Reg_32_78"
"02816";"Reg_I1_13"
"02817";"Reg_I1_13"
"02818";"Reg_I1_5"
"02819";"Reg_I1_17"
"02820";"Reg_32_18"
"02821";"Reg_I1_13"
"02822";"Reg_I1_22"
"02823";"Reg_I1_17"
"02824";"Reg_I1_59"
"02826";"Reg_I1_17"
"02827";"Reg_I1_17"
"02828";"Reg_32_80"
"02829";"Reg_32_80"
"02830";"Reg_32_26"
"02831";"Reg_I1_17"
"02832";"Reg_I1_17"
"02833";"Reg_32_76"
"02834";"Reg_32_80"
"03001";"Reg_84_24"
"03002";"Reg_I7_10"
"03003";"Reg_I3_1"
"03004";"Reg_I7_11"
"03005";"Reg_I3_1"
"03006";"Reg_I7_11"
"03007";"Reg_I2_17"
"03008";"Reg_84_76"
"03009";"Reg_I7_10"
"03010";"Reg_I3_1"
"03011";"Reg_I7_10"
"03012";"Reg_I7_10"
"03013";"Reg_I7_16"
"03014";"Reg_I7_11"
"03015";"Reg_I7_10"
"03016";"Reg_I7_20"
"03017";"Reg_I7_11"
"03018";"Reg_84_24"
"03019";"Reg_I7_21"
"03020";"Reg_I7_20"
"03021";"Reg_I7_20"
"03022";"Reg_I7_20"
"03023";"Reg_84_24"
"03024";"Reg_I7_11"
"03025";"Reg_I7_20"
"03026";"Reg_I7_20"
"03027";"Reg_84_97"
"03028";"Reg_84_76"
"03029";"Reg_84_24"
"03030";"Reg_84_24"
"03031";"Reg_I3_1"
"03032";"Reg_I7_20"
"03033";"Reg_84_76"
"03034";"Reg_I7_20"
"03035";"Reg_I7_11"
"03036";"Reg_I7_10"
"03037";"Reg_I3_1"
"03038";"Reg_I7_20"
"03039";"Reg_I7_20"
"03040";"Reg_I7_10"
"03041";"Reg_I3_1"
"03042";"Reg_I7_11"
"03043";"Reg_84_24"
"03044";"Reg_84_24"
"03045";"Reg_84_76"
"03046";"Reg_I7_20"
"03047";"Reg_I2_17"
"03048";"Reg_I3_1"
"03049";"Reg_I7_20"
"03050";"Reg_I7_11"
"03051";"Reg_I3_6"
"03052";"Reg_84_97"
"03053";"Reg_I7_20"
"03054";"Reg_I7_11"
"03055";"Reg_I3_1"
"03056";"Reg_84_76"
"03057";"Reg_I7_21"
"03058";"Reg_I7_20"
"03059";"Reg_I7_20"
"03060";"Reg_84_24"
"03061";"Reg_84_24"
"03062";"Reg_I7_20"
"03063";"Reg_I7_11"
"03064";"Reg_I3_1"
"03065";"Reg_I7_20"
"03066";"Reg_I7_11"
"03067";"Reg_I7_11"
"03068";"Reg_I7_11"
"03069";"Reg_I7_20"
"03070";"Reg_I7_20"
"03071";"Reg_I7_11"
"03072";"Reg_I3_1"
"03073";"Reg_I7_20"
"03074";"Reg_I7_21"
"03075";"Reg_I7_20"
"03076";"Reg_I7_10"
"03077";"Reg_I7_20"
"03078";"Reg_I2_17"
"03079";"Reg_I7_20"
"03080";"Reg_84_24"
"03081";"Reg_I2_17"
"03082";"Reg_84_97"
"03083";"Reg_I7_20"
"03084";"Reg_I3_1"
"03085";"Reg_I7_10"
"03086";"Reg_I7_21"
"03087";"Reg_I3_1"
"03088";"Reg_I3_6"
"03089";"Reg_I2_17"
"03090";"Reg_I7_10"
"03091";"Reg_84_24"
"03092";"Reg_I7_20"
"03093";"Reg_84_24"
"03094";"Reg_84_24"
"03095";"Reg_84_76"
"03096";"Reg_I7_20"
"03097";"Reg_I3_1"
"03098";"Reg_84_97"
"03099";"Reg_I7_20"
"03100";"Reg_I7_21"
"03101";"Reg_I3_1"
"03102";"Reg_I7_21"
"03103";"Reg_I7_11"
"03104";"Reg_84_97"
"03105";"Reg_I7_11"
"03106";"Reg_I2_17"
"03107";"Reg_I7_20"
"03108";"Reg_I2_17"
"03109";"Reg_84_24"
"03110";"Reg_84_24"
"03111";"Reg_84_97"
"03112";"Reg_I7_20"
"03113";"Reg_I7_11"
"03114";"Reg_I7_20"
"03115";"Reg_I7_20"
"03116";"Reg_I7_20"
"03117";"Reg_I3_1"
"03118";"Reg_I7_20"
"03119";"Reg_I7_21"
"03120";"Reg_I7_21"
"03121";"Reg_I7_10"
"03122";"Reg_I7_20"
"03124";"Reg_I7_16"
"03125";"Reg_84_24"
"03126";"Reg_84_24"
"03127";"Reg_I3_1"
"03128";"Reg_I3_1"
"03129";"Reg_I2_17"
"03130";"Reg_I3_1"
"03131";"Reg_84_76"
"03132";"Reg_I7_20"
"03133";"Reg_I7_20"
"03134";"Reg_I7_20"
"03135";"Reg_I2_17"
"03136";"Reg_I3_1"
"03137";"Reg_84_24"
"03138";"Reg_I7_11"
"03139";"Reg_I7_11"
"03140";"Reg_I3_1"
"03141";"Reg_I7_11"
"03142";"Reg_I7_11"
"03143";"Reg_I3_1"
"03144";"Reg_I7_11"
"03145";"Reg_I3_1"
"03146";"Reg_I3_1"
"03147";"Reg_I7_11"
"03148";"Reg_84_24"
"03149";"Reg_I7_20"
"03150";"Reg_I3_1"
"03151";"Reg_I7_20"
"03152";"Reg_I2_17"
"03154";"Reg_I7_11"
"03155";"Reg_I3_1"
"03156";"Reg_I7_16"
"03157";"Reg_84_76"
"03158";"Reg_I3_1"
"03159";"Reg_84_97"
"03160";"Reg_84_24"
"03161";"Reg_I3_1"
"03162";"Reg_I7_10"
"03163";"Reg_84_76"
"03164";"Reg_84_24"
"03165";"Reg_84_76"
"03166";"Reg_I7_20"
"03167";"Reg_I3_1"
"03168";"Reg_I3_1"
"03169";"Reg_I7_20"
"03170";"Reg_I7_20"
"03171";"Reg_I7_11"
"03172";"Reg_I3_6"
"03173";"Reg_I7_11"
"03174";"Reg_84_76"
"03175";"Reg_I7_20"
"03176";"Reg_I7_20"
"03177";"Reg_I7_11"
"03178";"Reg_I7_11"
"03179";"Reg_I7_20"
"03180";"Reg_I7_16"
"03181";"Reg_I7_11"
"03182";"Reg_84_24"
"03183";"Reg_I7_20"
"03184";"Reg_I7_10"
"03185";"Reg_84_97"
"03186";"Reg_84_97"
"03187";"Reg_84_24"
"03188";"Reg_I7_20"
"03189";"Reg_I7_20"
"03190";"Reg_I7_16"
"03191";"Reg_I7_20"
"03192";"Reg_I2_17"
"03193";"Reg_I3_1"
"03194";"Reg_I7_20"
"03195";"Reg_I2_17"
"03196";"Reg_I7_11"
"03197";"Reg_I7_16"
"03198";"Reg_I3_1"
"03200";"Reg_I7_10"
"03201";"Reg_84_76"
"03202";"Reg_I7_10"
"03203";"Reg_I7_21"
"03204";"Reg_84_24"
"03205";"Reg_84_76"
"03206";"Reg_I3_1"
"03207";"Reg_I7_21"
"03208";"Reg_I7_11"
"03209";"Reg_84_24"
"03210";"Reg_I3_1"
"03211";"Reg_I3_1"
"03212";"Reg_I3_1"
"03213";"Reg_I3_1"
"03214";"Reg_I7_20"
"03215";"Reg_84_24"
"03216";"Reg_I2_17"
"03217";"Reg_84_97"
"03218";"Reg_I7_20"
"03219";"Reg_84_97"
"03220";"Reg_I7_20"
"03221";"Reg_I3_1"
"03222";"Reg_I3_1"
"03223";"Reg_84_76"
"03224";"Reg_I7_11"
"03225";"Reg_I3_6"
"03226";"Reg_I7_11"
"03227";"Reg_84_24"
"03228";"Reg_I3_6"
"03229";"Reg_I7_21"
"03230";"Reg_84_76"
"03231";"Reg_I3_1"
"03232";"Reg_84_24"
"03233";"Reg_I2_17"
"03234";"Reg_I7_20"
"03235";"Reg_84_76"
"03236";"Reg_84_24"
"03237";"Reg_I7_20"
"03238";"Reg_I7_20"
"03239";"Reg_I7_11"
"03240";"Reg_I7_11"
"03241";"Reg_I3_1"
"03242";"Reg_84_24"
"03243";"Reg_I7_20"
"03244";"Reg_I3_1"
"03245";"Reg_I7_21"
"03246";"Reg_I3_1"
"03247";"Reg_I7_10"
"03248";"Reg_I7_11"
"03249";"Reg_I3_6"
"03250";"Reg_I7_11"
"03251";"Reg_I3_1"
"03252";"Reg_84_24"
"03253";"Reg_I7_11"
"03254";"Reg_I7_20"
"03255";"Reg_I2_17"
"03256";"Reg_84_97"
"03257";"Reg_I7_11"
"03258";"Reg_84_24"
"03259";"Reg_I3_6"
"03260";"Reg_I7_20"
"03261";"Reg_I3_1"
"03262";"Reg_I3_1"
"03263";"Reg_I7_20"
"03264";"Reg_84_76"
"03265";"Reg_I7_21"
"03266";"Reg_84_24"
"03267";"Reg_I7_20"
"03268";"Reg_I7_20"
"03269";"Reg_I3_1"
"03270";"Reg_I7_20"
"03271";"Reg_84_24"
"03272";"Reg_I7_11"
"03273";"Reg_84_24"
"03274";"Reg_I7_11"
"03275";"Reg_I7_10"
"03276";"Reg_I7_20"
"03277";"Reg_I7_20"
"03278";"Reg_I7_20"
"03279";"Reg_I3_1"
"03280";"Reg_I2_17"
"03281";"Reg_I7_20"
"03282";"Reg_I3_1"
"03283";"Reg_I7_16"
"03284";"Reg_I7_11"
"03285";"Reg_I3_1"
"03286";"Reg_I7_10"
"03287";"Reg_I7_20"
"03288";"Reg_I3_6"
"03289";"Reg_I7_20"
"03290";"Reg_I7_10"
"03291";"Reg_I7_11"
"03292";"Reg_I7_20"
"03293";"Reg_I3_1"
"03294";"Reg_I7_20"
"03295";"Reg_I7_20"
"03296";"Reg_I3_1"
"03297";"Reg_I3_1"
"03298";"Reg_I7_20"
"03299";"Reg_I7_11"
"03300";"Reg_I7_11"
"03301";"Reg_I3_1"
"03302";"Reg_I7_20"
"03303";"Reg_I3_1"
"03304";"Reg_84_24"
"03305";"Reg_84_97"
"03306";"Reg_84_24"
"03307";"Reg_I7_20"
"03308";"Reg_I7_20"
"03309";"Reg_I3_1"
"03310";"Reg_84_76"
"03311";"Reg_I7_20"
"03312";"Reg_I3_1"
"03313";"Reg_I3_1"
"03314";"Reg_I3_1"
"03315";"Reg_I3_1"
"03316";"Reg_I7_10"
"03317";"Reg_I3_6"
"03318";"Reg_I3_1"
"03319";"Reg_I7_20"
"03320";"Reg_I7_10"
"03321";"Reg_I7_16"
"04001";"Reg_93_6"
"04004";"Reg_93_9"
"04005";"Reg_93_9"
"04006";"Reg_I6_2"
"04007";"Reg_93_9"
"04008";"Reg_93_9"
"04009";"Reg_93_9"
"04012";"Reg_93_9"
"04013";"Reg_93_6"
"04016";"Reg_I6_1"
"04017";"Reg_I6_5"
"04018";"Reg_I6_1"
"04019";"Reg_I6_2"
"04020";"Reg_93_9"
"04021";"Reg_93_6"
"04022";"Reg_93_9"
"04023";"Reg_I6_1"
"04024";"Reg_93_9"
"04025";"Reg_93_9"
"04026";"Reg_I6_5"
"04027";"Reg_I6_1"
"04028";"Reg_93_9"
"04030";"Reg_93_9"
"04031";"Reg_93_9"
"04032";"Reg_93_9"
"04033";"Reg_I6_5"
"04034";"Reg_93_6"
"04035";"Reg_93_6"
"04036";"Reg_93_9"
"04037";"Reg_I6_1"
"04039";"Reg_93_9"
"04040";"Reg_I6_1"
"04041";"Reg_93_6"
"04042";"Reg_93_9"
"04043";"Reg_93_9"
"04045";"Reg_93_9"
"04046";"Reg_93_6"
"04047";"Reg_93_6"
"04049";"Reg_93_6"
"04050";"Reg_I6_1"
"04051";"Reg_I6_1"
"04053";"Reg_93_6"
"04054";"Reg_93_6"
"04055";"Reg_93_9"
"04057";"Reg_I6_1"
"04058";"Reg_I6_1"
"04059";"Reg_93_9"
"04061";"Reg_93_9"
"04062";"Reg_I6_2"
"04063";"Reg_93_13"
"04065";"Reg_I6_1"
"04066";"Reg_I6_1"
"04067";"Reg_I6_1"
"04068";"Reg_93_9"
"04069";"Reg_93_9"
"04070";"Reg_93_6"
"04072";"Reg_93_9"
"04073";"Reg_I6_2"
"04074";"Reg_93_9"
"04075";"Reg_I6_1"
"04076";"Reg_93_9"
"04077";"Reg_93_9"
"04079";"Reg_93_6"
"04081";"Reg_93_9"
"04084";"Reg_93_9"
"04085";"Reg_I6_1"
"04086";"Reg_I6_2"
"04087";"Reg_93_9"
"04088";"Reg_I6_1"
"04090";"Reg_93_9"
"04091";"Reg_93_9"
"04092";"Reg_93_9"
"04093";"Reg_I6_1"
"04094";"Reg_93_13"
"04095";"Reg_I6_1"
"04096";"Reg_I6_2"
"04097";"Reg_93_9"
"04099";"Reg_93_9"
"04101";"Reg_I6_1"
"04102";"Reg_I6_5"
"04104";"Reg_93_9"
"04106";"Reg_93_9"
"04107";"Reg_93_9"
"04108";"Reg_93_6"
"04109";"Reg_I6_1"
"04110";"Reg_93_6"
"04111";"Reg_93_9"
"04112";"Reg_93_13"
"04113";"Reg_93_9"
"04115";"Reg_93_9"
"04116";"Reg_93_6"
"04118";"Reg_I6_1"
"04120";"Reg_I6_2"
"04121";"Reg_93_6"
"04122";"Reg_93_6"
"04123";"Reg_I6_1"
"04124";"Reg_93_9"
"04126";"Reg_I6_5"
"04127";"Reg_93_6"
"04128";"Reg_93_9"
"04129";"Reg_93_9"
"04130";"Reg_I6_1"
"04132";"Reg_I6_1"
"04133";"Reg_93_9"
"04134";"Reg_I6_1"
"04135";"Reg_93_9"
"04136";"Reg_93_9"
"04137";"Reg_I6_1"
"04138";"Reg_93_6"
"04139";"Reg_I6_1"
"04140";"Reg_I6_1"
"04141";"Reg_93_9"
"04142";"Reg_I6_1"
"04143";"Reg_93_6"
"04144";"Reg_93_9"
"04145";"Reg_93_6"
"04148";"Reg_93_9"
"04149";"Reg_93_6"
"04150";"Reg_I6_1"
"04151";"Reg_93_6"
"04152";"Reg_93_13"
"04154";"Reg_I6_5"
"04155";"Reg_93_9"
"04156";"Reg_93_9"
"04157";"Reg_93_9"
"04158";"Reg_93_13"
"04159";"Reg_I6_1"
"04160";"Reg_93_9"
"04161";"Reg_I6_2"
"04162";"Reg_I6_1"
"04163";"Reg_I6_1"
"04164";"Reg_93_9"
"04166";"Reg_93_9"
"04167";"Reg_93_9"
"04169";"Reg_I6_1"
"04170";"Reg_93_9"
"04171";"Reg_93_9"
"04172";"Reg_93_9"
"04173";"Reg_93_9"
"04174";"Reg_93_9"
"04175";"Reg_93_9"
"04176";"Reg_93_9"
"04177";"Reg_I6_1"
"04178";"Reg_I6_1"
"04179";"Reg_I6_1"
"04180";"Reg_93_9"
"04181";"Reg_93_9"
"04182";"Reg_93_9"
"04183";"Reg_93_9"
"04184";"Reg_93_9"
"04186";"Reg_93_9"
"04187";"Reg_93_9"
"04188";"Reg_93_9"
"04189";"Reg_93_9"
"04190";"Reg_93_9"
"04191";"Reg_I6_5"
"04192";"Reg_93_9"
"04193";"Reg_I6_2"
"04194";"Reg_93_9"
"04195";"Reg_I6_2"
"04197";"Reg_93_13"
"04198";"Reg_I6_5"
"04199";"Reg_I6_1"
"04200";"Reg_93_6"
"04201";"Reg_I6_1"
"04202";"Reg_93_9"
"04203";"Reg_I6_5"
"04204";"Reg_93_9"
"04205";"Reg_I6_5"
"04206";"Reg_93_9"
"04207";"Reg_I6_1"
"04208";"Reg_I6_1"
"04209";"Reg_I6_1"
"04210";"Reg_93_9"
"04211";"Reg_93_6"
"04214";"Reg_93_9"
"04216";"Reg_I6_1"
"04217";"Reg_I6_1"
"04218";"Reg_93_9"
"04219";"Reg_93_9"
"04220";"Reg_I6_2"
"04222";"Reg_I6_1"
"04224";"Reg_93_9"
"04226";"Reg_I6_2"
"04227";"Reg_I6_1"
"04228";"Reg_I6_1"
"04229";"Reg_I6_1"
"04230";"Reg_93_9"
"04231";"Reg_I6_1"
"04233";"Reg_I6_1"
"04234";"Reg_I6_1"
"04235";"Reg_I6_5"
"04236";"Reg_93_9"
"04237";"Reg_I6_2"
"04240";"Reg_93_9"
"04241";"Reg_93_9"
"04242";"Reg_93_6"
"04244";"Reg_93_6"
"04245";"Reg_93_9"
"05001";"Reg_I6_2"
"05003";"Reg_I6_2"
"05004";"Reg_I6_5"
"05006";"Reg_I6_2"
"05007";"Reg_I6_2"
"05008";"Reg_I6_5"
"05009";"Reg_I6_5"
"05010";"Reg_I6_5"
"05011";"Reg_I6_5"
"05012";"Reg_I6_2"
"05013";"Reg_I6_5"
"05014";"Reg_I6_5"
"05016";"Reg_I6_5"
"05017";"Reg_I6_5"
"05018";"Reg_I6_5"
"05019";"Reg_I6_5"
"05021";"Reg_I6_5"
"05022";"Reg_I6_5"
"05023";"Reg_I6_2"
"05024";"Reg_I6_5"
"05025";"Reg_I6_5"
"05026";"Reg_I6_2"
"05027";"Reg_I6_2"
"05028";"Reg_I6_5"
"05029";"Reg_I6_5"
"05031";"Reg_I6_2"
"05032";"Reg_I6_2"
"05033";"Reg_I6_5"
"05035";"Reg_I6_5"
"05036";"Reg_I6_2"
"05037";"Reg_I6_5"
"05038";"Reg_I6_2"
"05039";"Reg_I6_5"
"05040";"Reg_I6_5"
"05043";"Reg_I6_5"
"05044";"Reg_I6_2"
"05045";"Reg_I6_2"
"05046";"Reg_I6_2"
"05047";"Reg_I6_1"
"05048";"Reg_I6_5"
"05049";"Reg_I6_5"
"05050";"Reg_I6_5"
"05051";"Reg_I6_5"
"05052";"Reg_I6_2"
"05053";"Reg_I6_5"
"05054";"Reg_I6_5"
"05055";"Reg_I6_5"
"05056";"Reg_I6_5"
"05057";"Reg_I6_1"
"05058";"Reg_I6_2"
"05059";"Reg_I6_5"
"05060";"Reg_I6_5"
"05061";"Reg_93_36"
"05062";"Reg_I6_5"
"05063";"Reg_I6_2"
"05064";"Reg_I6_2"
"05065";"Reg_I6_2"
"05066";"Reg_I6_5"
"05068";"Reg_I6_5"
"05070";"Reg_I6_1"
"05071";"Reg_I6_1"
"05072";"Reg_I6_5"
"05073";"Reg_I6_1"
"05074";"Reg_I6_5"
"05075";"Reg_I6_5"
"05076";"Reg_I6_5"
"05077";"Reg_I6_2"
"05078";"Reg_I6_5"
"05079";"Reg_I6_2"
"05080";"Reg_I6_5"
"05081";"Reg_I6_5"
"05082";"Reg_I6_2"
"05084";"Reg_I6_5"
"05085";"Reg_I6_2"
"05086";"Reg_I6_5"
"05087";"Reg_I6_5"
"05088";"Reg_I6_5"
"05089";"Reg_I6_5"
"05090";"Reg_I6_5"
"05091";"Reg_I6_5"
"05092";"Reg_I6_5"
"05093";"Reg_I6_2"
"05094";"Reg_I6_5"
"05095";"Reg_I6_5"
"05096";"Reg_I6_5"
"05097";"Reg_I6_5"
"05098";"Reg_I6_2"
"05099";"Reg_I6_5"
"05100";"Reg_I6_5"
"05101";"Reg_I6_2"
"05102";"Reg_I6_5"
"05103";"Reg_I6_1"
"05104";"Reg_I6_5"
"05106";"Reg_I6_5"
"05107";"Reg_I6_2"
"05108";"Reg_I6_5"
"05109";"Reg_I6_2"
"05110";"Reg_I6_2"
"05111";"Reg_I6_5"
"05112";"Reg_I6_6"
"05113";"Reg_I6_5"
"05114";"Reg_I6_5"
"05115";"Reg_I6_5"
"05116";"Reg_I6_2"
"05117";"Reg_I6_5"
"05118";"Reg_I6_1"
"05119";"Reg_I6_2"
"05120";"Reg_I6_2"
"05121";"Reg_I6_5"
"05122";"Reg_I6_2"
"05123";"Reg_I6_5"
"05124";"Reg_I6_5"
"05126";"Reg_I6_5"
"05127";"Reg_I6_5"
"05128";"Reg_I6_2"
"05129";"Reg_I6_5"
"05130";"Reg_I6_5"
"05131";"Reg_I6_5"
"05132";"Reg_I6_5"
"05133";"Reg_I6_2"
"05134";"Reg_I6_2"
"05135";"Reg_I6_5"
"05136";"Reg_I6_2"
"05139";"Reg_I6_6"
"05140";"Reg_I6_5"
"05141";"Reg_I6_5"
"05142";"Reg_I6_5"
"05144";"Reg_I6_5"
"05145";"Reg_I6_5"
"05146";"Reg_I6_5"
"05147";"Reg_I6_5"
"05148";"Reg_I6_5"
"05149";"Reg_I6_5"
"05150";"Reg_I6_5"
"05151";"Reg_I6_2"
"05152";"Reg_I6_5"
"05153";"Reg_I6_5"
"05154";"Reg_I6_5"
"05155";"Reg_I6_1"
"05156";"Reg_I6_2"
"05157";"Reg_I6_2"
"05158";"Reg_I6_5"
"05159";"Reg_I6_5"
"05160";"Reg_I6_1"
"05161";"Reg_I6_2"
"05162";"Reg_I6_1"
"05163";"Reg_I6_5"
"05164";"Reg_I6_5"
"05165";"Reg_I6_5"
"05166";"Reg_I6_5"
"05167";"Reg_I6_5"
"05168";"Reg_I6_1"
"05169";"Reg_I6_5"
"05170";"Reg_I6_1"
"05171";"Reg_I6_5"
"05172";"Reg_I6_5"
"05173";"Reg_I6_1"
"05174";"Reg_I6_2"
"05175";"Reg_I6_2"
"05176";"Reg_I6_5"
"05177";"Reg_I6_2"
"05178";"Reg_I6_5"
"05179";"Reg_I6_5"
"05180";"Reg_I6_2"
"05181";"Reg_I6_2"
"05182";"Reg_I6_5"
"05183";"Reg_I6_2"
"05184";"Reg_I6_1"
"06001";"Reg_93_9"
"06002";"Reg_93_9"
"06003";"Reg_93_31"
"06004";"Reg_93_28"
"06005";"Reg_93_9"
"06006";"Reg_93_11"
